Iteration,Model number,Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
0,015,c:/fda/mbbe/simulated_nor/run\0\015,99999999.000000,103100000,99999999,False,False,False,19,12,2,99999999,0,0,No important warnings
0,003,c:/fda/mbbe/simulated_nor/run\0\003,99999999.000000,112120110,99999999,False,False,False,23,12,2,99999999,0,0,No important warnings
0,028,c:/fda/mbbe/simulated_nor/run\0\028,18760.376871,103120000,18310.376871129913,False,False,False,21,12,2,99999999,0,0,No important warnings
0,010,c:/fda/mbbe/simulated_nor/run\0\010,22878.403476,001101010,22468.403475826468,False,False,False,17,12,2,99999999,0,0,No important warnings
0,011,c:/fda/mbbe/simulated_nor/run\0\011,14617.580213,200021001,14237.580213011026,False,False,False,14,12,2,99999999,0,0,No important warnings
0,033,c:/fda/mbbe/simulated_nor/run\0\033,22021.253139,210111011,21581.253138711956,False,False,False,20,12,2,99999999,0,0,No important warnings
0,002,c:/fda/mbbe/simulated_nor/run\0\002,17584.161088,202110001,17164.161088323443,False,False,False,18,12,2,99999999,0,0,No important warnings
0,037,c:/fda/mbbe/simulated_nor/run\0\037,99999999.000000,100101100,99999999,False,False,False,17,12,2,99999999,0,0,No important warnings
0,001,c:/fda/mbbe/simulated_nor/run\0\001,15304.662754,203121100,14854.662754498991,False,False,False,21,12,2,99999999,0,0,No important warnings
0,012,c:/fda/mbbe/simulated_nor/run\0\012,16208.427862,003100011,15818.427861840817,False,False,False,15,12,2,99999999,0,0,No important warnings
0,034,c:/fda/mbbe/simulated_nor/run\0\034,16529.225981,201120010,16089.225981322985,False,False,False,20,12,2,99999999,0,0,No important warnings
0,025,c:/fda/mbbe/simulated_nor/run\0\025,19551.448488,112100110,19101.44848832508,False,False,False,21,12,2,99999999,0,0,No important warnings
0,030,c:/fda/mbbe/simulated_nor/run\0\030,14582.921909,102120011,14152.921909191866,False,False,False,19,12,2,99999999,0,0,No important warnings
0,032,c:/fda/mbbe/simulated_nor/run\0\032,16669.786499,113020000,16209.786499087422,False,False,False,22,12,2,99999999,0,0,No important warnings
0,004,c:/fda/mbbe/simulated_nor/run\0\004,20364.243736,201111011,19904.243736308155,False,False,False,22,12,2,99999999,0,0,No important warnings
0,045,c:/fda/mbbe/simulated_nor/run\0\045,99999999.000000,211101100,99999999,False,False,False,21,12,2,99999999,0,0,No important warnings
0,022,c:/fda/mbbe/simulated_nor/run\0\022,17120.755833,213111011,16640.755832911676,False,False,False,24,12,2,99999999,0,0,No important warnings
0,021,c:/fda/mbbe/simulated_nor/run\0\021,13820.968802,002001000,13450.968801890389,False,True,False,13,12,2,2.422252719241042e+18,0,0,No important warnings
0,046,c:/fda/mbbe/simulated_nor/run\0\046,19144.130131,211020000,18704.130130620153,False,False,False,20,12,2,99999999,0,0,No important warnings
0,026,c:/fda/mbbe/simulated_nor/run\0\026,14929.973639,113100111,14469.973639430866,False,False,False,22,12,2,99999999,0,0,No important warnings
0,013,c:/fda/mbbe/simulated_nor/run\0\013,16040.996072,212010110,15680.996071994017,True,False,False,22,12,2,99999999,0,0,No important warnings
0,027,c:/fda/mbbe/simulated_nor/run\0\027,15683.987189,102111011,15223.987189182664,False,False,False,22,12,2,99999999,0,0,No important warnings
0,047,c:/fda/mbbe/simulated_nor/run\0\047,25230.929894,103020011,24790.929893613888,False,False,False,20,12,2,99999999,0,0,No important warnings
0,035,c:/fda/mbbe/simulated_nor/run\0\035,20982.197299,111120110,20492.19729862698,False,False,False,25,12,2,99999999,0,0,No important warnings
0,023,c:/fda/mbbe/simulated_nor/run\0\023,15962.125382,203111001,15512.125382076449,False,False,False,21,12,2,99999999,0,0,No important warnings
0,055,c:/fda/mbbe/simulated_nor/run\0\055,99999999.000000,102021110,99999999,False,False,False,21,12,2,99999999,0,0,No important warnings
0,048,c:/fda/mbbe/simulated_nor/run\0\048,15586.094516,203001111,15166.09451625137,False,False,False,18,12,2,99999999,0,0,No important warnings
0,017,c:/fda/mbbe/simulated_nor/run\0\017,13354.277703,012020011,12954.277702917872,False,True,False,16,12,2,5.3363974389272186e+17,0,0,No important warnings
0,050,c:/fda/mbbe/simulated_nor/run\0\050,16989.504568,211011110,16499.504567855387,False,False,False,25,12,2,99999999,0,0,No important warnings
0,041,c:/fda/mbbe/simulated_nor/run\0\041,21931.042848,101010001,21481.042848059165,False,False,False,21,12,2,99999999,0,0,No important warnings
0,051,c:/fda/mbbe/simulated_nor/run\0\051,19340.027872,001020001,19050.027871714432,True,False,False,15,12,2,99999999,0,0,No important warnings
0,060,c:/fda/mbbe/simulated_nor/run\0\060,17208.775765,003000100,16818.775764990492,False,False,False,15,12,2,99999999,0,0,No important warnings
0,009,c:/fda/mbbe/simulated_nor/run\0\009,16958.256078,003121001,16548.25607766657,False,False,False,17,12,2,99999999,0,0,No important warnings
0,038,c:/fda/mbbe/simulated_nor/run\0\038,14245.135308,210000100,13955.135307501185,True,True,False,15,12,2,1.4151821243308971e+17,0,0,No important warnings
0,014,c:/fda/mbbe/simulated_nor/run\0\014,15183.186343,113011110,14673.186343181784,False,False,False,27,12,2,99999999,0,0,No important warnings
0,053,c:/fda/mbbe/simulated_nor/run\0\053,29388.916521,001100001,29008.91652123731,False,False,False,14,12,2,99999999,0,0,No important warnings
0,049,c:/fda/mbbe/simulated_nor/run\0\049,14735.939563,012120000,14325.939563411142,False,True,False,17,12,2,5.952099140709226e+17,0,0,No important warnings
0,024,c:/fda/mbbe/simulated_nor/run\0\024,12879.548314,202101100,12469.548314207854,False,True,False,17,12,2,1.5296512270158792e+18,0,0,No important warnings
0,007,c:/fda/mbbe/simulated_nor/run\0\007,13589.879423,110001110,13159.879423091876,False,False,False,19,12,2,99999999,0,0,No important warnings
0,063,c:/fda/mbbe/simulated_nor/run\0\063,16195.997181,210010101,15775.997181451832,False,False,False,18,12,2,99999999,0,0,No important warnings
0,031,c:/fda/mbbe/simulated_nor/run\0\031,21078.784776,013100101,20668.78477611514,False,False,False,17,12,2,99999999,0,0,No important warnings
0,066,c:/fda/mbbe/simulated_nor/run\0\066,16227.179647,203021111,15787.179647413319,False,False,False,20,12,2,99999999,0,0,No important warnings
0,058,c:/fda/mbbe/simulated_nor/run\0\058,25603.095610,003020000,25303.09560975974,True,False,False,16,12,2,99999999,0,0,No important warnings
0,018,c:/fda/mbbe/simulated_nor/run\0\018,18427.155464,013021001,18007.15546433829,False,False,False,18,12,2,99999999,0,0,No important warnings
0,057,c:/fda/mbbe/simulated_nor/run\0\057,12833.715824,200001101,12463.71582374087,False,True,False,13,12,2,2.594298385752068e+18,0,0,No important warnings
0,061,c:/fda/mbbe/simulated_nor/run\0\061,15784.296935,211121110,15304.296934959371,False,False,False,24,12,2,99999999,0,0,No important warnings
0,039,c:/fda/mbbe/simulated_nor/run\0\039,17798.337884,103100001,17378.337883958593,False,False,False,18,12,2,99999999,0,0,No important warnings
0,052,c:/fda/mbbe/simulated_nor/run\0\052,23529.502720,212010000,23089.50272021094,False,False,False,20,12,2,99999999,0,0,No important warnings
0,078,c:/fda/mbbe/simulated_nor/run\0\028,99999999.000000,103120000,99999999,False,False,False,0,0,0,99999999,0,0,
0,054,c:/fda/mbbe/simulated_nor/run\0\054,20523.851321,212010001,20093.851320979775,False,False,False,19,12,2,99999999,0,0,No important warnings
0,067,c:/fda/mbbe/simulated_nor/run\0\067,16864.663920,203101011,16444.6639197272,False,False,False,18,12,2,99999999,0,0,No important warnings
0,075,c:/fda/mbbe/simulated_nor/run\0\075,17154.617685,003000111,16764.617685026722,False,False,False,15,12,2,99999999,0,0,No important warnings
0,042,c:/fda/mbbe/simulated_nor/run\0\042,13578.214896,210020111,13268.214896270107,True,True,False,17,12,2,6.750854048734825e+17,0,0,No important warnings
0,083,c:/fda/mbbe/simulated_nor/run\0\083,17955.940506,201120001,17635.940505944953,True,False,False,18,12,2,99999999,0,0,No important warnings
0,059,c:/fda/mbbe/simulated_nor/run\0\059,15230.729675,213001010,14890.729675353738,True,False,False,20,12,2,99999999,0,0,No important warnings
0,040,c:/fda/mbbe/simulated_nor/run\0\040,18146.827707,012021001,17846.827707123673,True,False,False,16,12,2,99999999,0,0,No important warnings
0,065,c:/fda/mbbe/simulated_nor/run\0\065,13192.009242,210101111,12782.009241702192,False,False,False,17,12,2,99999999,0,0,No important warnings
0,069,c:/fda/mbbe/simulated_nor/run\0\069,17797.997286,203000011,17397.99728607173,False,False,False,16,12,2,99999999,0,0,No important warnings
0,062,c:/fda/mbbe/simulated_nor/run\0\062,13872.184227,111011000,13382.184226777188,False,False,False,25,12,2,99999999,0,0,No important warnings
0,080,c:/fda/mbbe/simulated_nor/run\0\080,16853.813249,010100000,16483.813248573173,False,False,False,13,12,2,99999999,0,0,No important warnings
0,081,c:/fda/mbbe/simulated_nor/run\0\081,18623.638401,001020000,18223.638401446013,False,True,False,16,12,2,1.1189231777533027e+17,0,0,No important warnings
0,084,c:/fda/mbbe/simulated_nor/run\0\084,13856.806709,202121000,13436.80670861904,False,False,False,18,12,2,99999999,0,0,No important warnings
0,029,c:/fda/mbbe/simulated_nor/run\0\029,20969.548953,211020111,20519.54895330842,False,False,False,21,12,2,99999999,0,0,No important warnings
0,093,c:/fda/mbbe/simulated_nor/run\0\028,99999999.000000,103120000,99999999,False,False,False,0,0,0,99999999,0,0,
